domain,logo_url,source_strategy,downloaded_path,error,http_status,extraction_time_ms,_best_score
brother.com.pe,https://www.brother.com.pe/-/media/project/neptune/peru/icons/logo-white.svg?la=es-PE&hash=FE29FE0EC599A4B87DB973E72E3FA63C,img_tag,extracted_logosp/brother.com.pe.svg,,200.0,29512,260
kierpensions.co.uk,https://kierpensions.co.uk/wp-content/uploads/2023/09/KierLogo.svg_.png,img_tag,extracted_logosp/kierpensions.co.uk.png,,200.0,29528,335
linde-finance.com,https://assets.linde.com/-/media/shared/logo/linde-logo-desktop.png?r=67f656cb1f,img_tag,extracted_logosp/linde-finance.com.png,,200.0,29571,260
daikin-ksa.com,https://www.daikin-ksa.com/etc.clientlibs/daikin/clientlibs/clientlib-internet-site/resources/images/app-icon/safari-pinned-tab.svg,link_tag,extracted_logosp/daikin-ksa.com.svg,,200.0,29642,65
medef-artois.fr,https://medef-artois.fr/css/img/favicon.png,link_tag,extracted_logosp/medef-artois.fr.png,,200.0,29756,40
sherwin-williams.com.ec,https://sherwin-williams.com.ec/wp-content/themes/sherwinwilliams/assets/images/logo-sherwin.svg,img_tag,extracted_logosp/sherwin-williams.com.ec.svg,,200.0,29888,310
sephora.pl,https://www.sephora.fr/dw/image/v2/BCVW_PRD/on/demandware.static/-/Library-Sites-SephoraV2/default/dw10dc4b80/global/logo-white.jpg?q=75,json_ld,extracted_logosp/sephora.pl.jpg,,200.0,30047,90
urmet.com.br,https://urmet.com.br/uploads/Urmet-logo-399CE087F2-seeklogo.coma-4.png,img_tag,extracted_logosp/urmet.com.br.png,,200.0,30317,140
wurth-international.com.cn,https://www.wurth-international.com.cn/media/system/layout_wl2bootstrap/bootstrap_system_images/wuerth_logo.png,img_tag,extracted_logosp/wurth-international.com.cn.png,,200.0,30404,205
mazda-autohaus-becker-homburg-bruchhof.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/favicon.svg,link_tag,extracted_logosp/mazda-autohaus-becker-homburg-bruchhof.de.svg,,200.0,30456,65
bakertilly.com.pa,https://www.bakertilly.com.pa/hs-fs/hubfs/BakerTilly-Logo-blanco.png?width=200&height=59&name=BakerTilly-Logo-blanco.png,img_tag,extracted_logosp/bakertilly.com.pa.png,,200.0,30683,130
renaultrycauto.es,https://renaultrycauto.es/img_src/renault-logo-2024.svg,img_tag,extracted_logosp/renaultrycauto.es.svg,,200.0,30910,245
ikea.com.hk,https://www.ikea.com.hk/webroot/img/logos/IKEA_logo.svg?v=1772004031,img_tag,extracted_logosp/ikea.com.hk.svg,,200.0,31137,235
fleishmanhillard.cn,https://fleishmanhillard.cn/wp-content/themes/fleishmanhillard-sites/images/full-color-logo.jpg,img_tag,extracted_logosp/fleishmanhillard.cn.jpg,,200.0,31170,325
renaulttersa.com.mx,https://renaulttersa.com.mx/wp-content/uploads/2023/06/logo-renautl.png,img_tag,extracted_logosp/renaulttersa.com.mx.png,,200.0,31205,140
vkf-renzel.com.tr,https://www.vkf-renzel.com.tr/out/ra-theme/img/logos/30/logo.png,img_tag,extracted_logosp/vkf-renzel.com.tr.png,,200.0,31233,270
wurth.com.uy,https://eshop.wurth.com.uy/is-bin/intershop.static/WFS/3133-B1-Site/-/es_UY/webkit_bootstrap/dist/img/wuerth-logo.svg,img_tag,extracted_logosp/wurth.com.uy.svg,,200.0,31252,225
isover.hu,https://www.isover.hu/sites/mac3.isover.hu/files/Isover-logo1.jpg,img_tag,extracted_logosp/isover.hu.jpg,,200.0,31421,305
moore.swiss,https://moore.swiss/wp-content/uploads/2020/06/logo.svg,img_tag,extracted_logosp/moore.swiss.svg,,200.0,31583,280
aamcotulsa-memorial.com,https://www.aamcotulsa-memorial.com/images/logo.png,img_tag,extracted_logosp/aamcotulsa-memorial.com.png,,200.0,31678,220
zktecoma.com,https://zktecoma.com/wp-content/uploads/2020/10/ZKTeco-4.png,img_tag,extracted_logosp/zktecoma.com.png,,200.0,32095,305
allianz-rose.info,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiIHN0YW5kYWxvbmU9Im5vIj8+CjwhRE9DVFlQRSBzdmcgUFVCTElDICItLy9XM0MvL0RURCBTVkcgMS4xLy9FTiIgImh0dHA6Ly93d3cudzMub3JnL0dyYXBoaWNzL1NWRy8xLjEvRFREL3N2ZzExLmR0ZCI+Cjxzdmcgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgdmlld0JveD0iMCAwIDU5MiAxNTQiIHZlcnNpb249IjEuMSIgeG1sbnM9Imh0dHA6Ly93d3cudzMub3JnLzIwMDAvc3ZnIiB4bWxuczp4bGluaz0iaHR0cDovL3d3dy53My5vcmcvMTk5OS94bGluayIgeG1sOnNwYWNlPSJwcmVzZXJ2ZSIgeG1sbnM6c2VyaWY9Imh0dHA6Ly93d3cuc2VyaWYuY29tLyIgc3R5bGU9ImZpbGwtcnVsZTpldmVub2RkO2NsaXAtcnVsZTpldmVub2RkO3N0cm9rZS1saW5lam9pbjpyb3VuZDtzdHJva2UtbWl0ZXJsaW1pdDoxLjQxNDIxOyI+CiAgICA8ZyBpZD0iQWxsaWFueiIgdHJhbnNmb3JtPSJtYXRyaXgoMSwwLDAsMSwtMTA0LjMzOCwtMTM1Ljg1MikiPgogICAgICAgIDxwYXRoIGlkPSJBIiBkPSJNMTU3LjkwNywyMTguNTE1TDEzNi4yMDgsMjE4LjUxNUwxNDcuNzM2LDE4MS4wMTdMMTU3LjkwNywyMTguNTE1Wk0xMjYuMDM3LDI1Ni40MjFMMTMyLjgxOCwyMzMuNTY5TDE2MC42MTksMjMzLjU2OUwxNjcuNCwyNTYuNDIxTDE5MC40NTYsMjU2LjQyMUwxNjYuMDQ0LDE2OS42OTNDMTY0LjY4OCwxNjMuOTk3IDE2MS45NzYsMTYyLjE2NiAxNTUuODczLDE2Mi4xNjZMMTIxLjk2OCwxNjIuMTY2TDEyMS45NjgsMTY5Ljk2NEwxMjQuNjgxLDE2OS45NjRDMTI4Ljc0OSwxNjkuOTY0IDEzMC43ODMsMTcxLjI1MiAxMzAuNzgzLDE3NC4zNzJDMTMwLjc4MywxNzYuMzM4IDEzMC43ODMsMTc3LjYyNyAxMjguNzQ5LDE4Mi4zMDVMMTA0LjMzOCwyNTYuNDIxIiBzdHlsZT0iZmlsbDpyZ2IoMCw1NSwxMjkpOyIvPgogICAgICAgIDxwYXRoIGlkPSJsIiBkPSJNMjE5LjYxNCwyNTYuNDIxTDIxOS42MTQsMTY5LjA4M0MyMTkuNjE0LDE2NC41MzkgMjE2LjkwMSwxNjIuMTY2IDIxMi4xNTUsMTYyLjE2NkwxOTEuMTM0LDE2Mi4xNjZMMTkxLjEzNCwxNjkuOTY0TDE5Mi40OSwxNjkuOTY0QzE5Ni41NTgsMTY5Ljk2NCAxOTguNTkzLDE3MS42NTkgMTk4LjU5MywxNzUuMzIxTDE5OC41OTMsMjU2LjQyMSIgc3R5bGU9ImZpbGw6cmdiKDAsNTUsMTI5KTtmaWxsLXJ1bGU6bm9uemVybzsiLz4KICAgICAgICA8cGF0aCBpZD0ibDEiIHNlcmlmOmlkPSJsIiBkPSJNMjU3LjU4NywyNTYuNDIxTDI1Ny41ODcsMTY5LjA4M0MyNTcuNTg3LDE2NC41MzkgMjU0Ljg3NCwxNjIuMTY2IDI1MC4xMjgsMTYyLjE2NkwyMjkuMTA3LDE2Mi4xNjZMMjI5LjEwNywxNjkuOTY0TDIzMC40NjMsMTY5Ljk2NEMyMzQuNTMyLDE2OS45NjQgMjM2LjU2NiwxNzEuNjU5IDIzNi41NjYsMTc1LjMyMUwyMzYuNTY2LDI1Ni40MjEiIHN0eWxlPSJmaWxsOnJnYigwLDU1LDEyOSk7ZmlsbC1ydWxlOm5vbnplcm87Ii8+CiAgICAgICAgPHBhdGggaWQ9ImkiIGQ9Ik0yOTYuMjM4LDE3MC41MDdDMjk2LjIzOCwxNjQuMjY4IDI5MS40OTEsMTYwLjYwNiAyODQuMDMyLDE2MC42MDZDMjc1Ljg5NSwxNjAuNjA2IDI3MS44MjcsMTY0LjI2OCAyNzEuODI3LDE3MC41MDdDMjcxLjgyNywxNzYuODgxIDI3NS44OTUsMTgwLjYxIDI4NC4wMzIsMTgwLjYxQzI5MS40OTEsMTgwLjYxIDI5Ni4yMzgsMTc2Ljg4MSAyOTYuMjM4LDE3MC41MDdNMjk1LjU2LDI1Ni40MjFMMjk1LjU2LDE5Mi44MTZDMjk1LjU2LDE4OC40MDggMjkyLjg0OCwxODUuODMxIDI4OC43NzksMTg1LjgzMUwyNjcuNzU4LDE4NS44MzFMMjY3Ljc1OCwxOTMuNDk0TDI2OS4xMTQsMTkzLjQ5NEMyNzMuMTgzLDE5My40OTQgMjc0LjUzOSwxOTUuMTg5IDI3NC41MzksMTk5LjA1NEwyNzQuNTM5LDI1Ni40MjEiIHN0eWxlPSJmaWxsOnJnYigwLDU1LDEyOSk7Ii8+CiAgICAgICAgPHBhdGggaWQ9ImEiIGQ9Ik0zNDUuNzM5LDIyMi4xNzdMMzQ1LjczOSwyMzYuMjgyQzM0MS42NywyNDAuMzUgMzM2LjkyNCwyNDIuNjU2IDMzMi44NTUsMjQyLjY1NkMzMjguNzg2LDI0Mi42NTYgMzI2Ljc1MiwyNDAuNjg5IDMyNi43NTIsMjM1LjRDMzI2Ljc1MiwyMjkuNTY4IDMyOC4xMDgsMjI3LjMzMSAzMzIuODU1LDIyNS41QzMzNi4yNDUsMjI0LjA3NiAzMzkuNjM2LDIyMy4xOTQgMzQ1LjczOSwyMjIuMTc3TTMxNS45MDMsMjA1LjI5M0wzMTcuOTM3LDIwNC40NzlDMzIzLjM2MiwyMDIuMzA5IDMyNi43NTIsMjAxLjQ5NSAzMzAuODIxLDIwMC43NDlDMzMyLjg1NSwyMDAuNDc4IDMzNS41NjcsMjAwLjIwNyAzMzYuOTI0LDIwMC4yMDdDMzQzLjcwNCwyMDAuMjA3IDM0NS43MzksMjAyLjQ0NSAzNDUuNzM5LDIwOC42ODNMMzQ1LjczOSwyMTAuNDQ2QzMzNi4yNDUsMjEyLjAwNiAzMzMuNTMzLDIxMi41NDggMzI4LjEwOCwyMTMuNzAxQzMyNS4zOTYsMjE0LjM3OSAzMjIuNjg0LDIxNS4yNjEgMzE5Ljk3MSwyMTYuNDEzQzMxMS4xNTYsMjE5LjkzOSAzMDcuMDg3LDIyNi43MiAzMDcuMDg3LDIzNy4zNjZDMzA3LjA4NywyNTAuNzI1IDMxMi41MTIsMjU3LjA5OSAzMjQuNzE4LDI1Ny4wOTlDMzI5LjQ2NSwyNTcuMDk5IDMzNC4yMTEsMjU2LjAxNCAzMzcuNjAyLDI1My44NDRDMzQwLjk5MiwyNTIuMjg1IDM0Mi4zNDgsMjUxLjQ3MSAzNDYuNDE3LDI0Ny43NDFMMzQ2LjQxNywyNDkuOTExQzM0Ni40MTcsMjU0LjMxOSAzNDguNDUxLDI1Ni40MjEgMzUyLjUyLDI1Ni40MjFMMzcyLjg2MiwyNTYuNDIxTDM3Mi44NjIsMjQ5LjE2NUwzNzIuMTg0LDI0OS4xNjVDMzY4LjExNiwyNDkuMTY1IDM2Ni4wODIsMjQ3LjMzNCAzNjYuMDgyLDI0My42NzNMMzY2LjA4MiwyMDkuMDIyQzM2Ni4wODIsMTkwLjk4NSAzNTkuOTc5LDE4NC44ODIgMzQyLjM0OCwxODQuODgyQzMzNi4yNDUsMTg0Ljg4MiAzMzAuODIxLDE4NS41NiAzMjUuMzk2LDE4Ni44NDlDMzE5Ljk3MSwxODguMTM3IDMxNy4yNTksMTg5LjA4NiAzMTEuMTU2LDE5Mi4yNzMiIHN0eWxlPSJmaWxsOnJnYigwLDU1LDEyOSk7Ii8+CiAgICAgICAgPHBhdGggaWQ9Im4iIGQ9Ik00MDQuNzMzLDI1Ni40MjFMNDA0LjczMywyMDguNTQ4QzQwOS40NzksMjA0LjE0IDQxMi44NywyMDIuNDQ1IDQxNy42MTcsMjAyLjQ0NUM0MjIuMzYzLDIwMi40NDUgNDIzLjcxOSwyMDQuNDc5IDQyMy43MTksMjExLjY2N0w0MjMuNzE5LDI1Ni40MjFMNDQ0Ljc0LDI1Ni40MjFMNDQ0Ljc0LDIwOC4yNzZDNDQ0Ljc0LDE5OC4zNzYgNDQzLjM4NCwxOTQuMTA0IDQ0MC42NzIsMTkwLjM3NUM0MzcuMjgxLDE4Ni43MTMgNDMzLjIxMywxODUuMDE4IDQyNy4xMSwxODUuMDE4QzQxOC45NzMsMTg1LjAxOCA0MTIuODcsMTg4LjAwMSA0MDMuMzc3LDE5Ni4yMDZMNDAzLjM3NywxOTIuNDA5QzQwMy4zNzcsMTg4LjAwMSA0MDEuMzQyLDE4NS44MzEgMzk3LjI3NCwxODUuODMxTDM3Ni45MzEsMTg1LjgzMUwzNzYuOTMxLDE5My40OTRMMzc3LjYwOSwxOTMuNDk0QzM4MS42NzgsMTkzLjQ5NCAzODMuNzEyLDE5NS4xODkgMzgzLjcxMiwxOTkuMDU0TDM4My43MTIsMjU2LjQyMSIgc3R5bGU9ImZpbGw6cmdiKDAsNTUsMTI5KTsiLz4KICAgICAgICA8ZyBpZD0ieiIgdHJhbnNmb3JtPSJtYXRyaXgoNi43ODA5MywwLDAsLTYuNzgwOTMsLTk3NzYuMTUsNTMwMC44OCkiPgogICAgICAgICAgICA8cGF0aCBkPSJNMTUxNi45LDc0NS45MUwxNTEyLjMsNzQ1LjkxTDE1MTYuNyw3NTIuMTlMMTUxNi43LDc1NC4zM0wxNTEwLjEsNzU0LjMzQzE1MDkuMyw3NTQuMzMgMTUwOSw3NTQuMDEgMTUwOSw3NTMuMjRMMTUwOSw3NTEuMzVMMTUxMC4xLDc1MS4zNUwxNTEwLjEsNzUxLjU2QzE1MTAuMSw3NTIuMTMgMTUxMC40LDc1Mi4zNiAxNTExLDc1Mi4zNkwxNTEzLjQsNzUyLjM2TDE1MDguOSw3NDYuMDhMMTUwOC45LDc0My45MkwxNTE2LjksNzQzLjkyIiBzdHlsZT0iZmlsbDpyZ2IoMCw1NSwxMjkpO2ZpbGwtcnVsZTpub256ZXJvOyIvPgogICAgICAgIDwvZz4KICAgICAgICA8ZyBpZD0iRWFnbGUiIHRyYW5zZm9ybT0ibWF0cml4KDYuNzgwOTMsMCwwLC02Ljc4MDkzLC05Nzc2LjE1LDUzMDAuODgpIj4KICAgICAgICAgICAgPGNsaXBQYXRoIGlkPSJfY2xpcDEiPgogICAgICAgICAgICAgICAgPHJlY3QgeD0iMTQ1Ny4xIiB5PSI3MzkuMSIgd2lkdGg9Ijg3LjMiIGhlaWdodD0iMjIuNiIvPgogICAgICAgICAgICA8L2NsaXBQYXRoPgogICAgICAgICAgICA8ZyBjbGlwLXBhdGg9InVybCgjX2NsaXAxKSI+CiAgICAgICAgICAgICAgICA8cGF0aCBpZD0icGF0aDM3NjQ3IiBkPSJNMTUzNC42LDc0NC40OUwxNTM0LjYsNzU2LjI3QzE1MzQuNiw3NTcuMjIgMTUzNC4yLDc1Ny41MyAxNTMzLjMsNzU3LjUzTDE1MzAuNiw3NTcuNTNMMTUzMC42LDc1Ni4yM0wxNTMwLjksNzU2LjIzQzE1MzEuNCw3NTYuMjMgMTUzMS42LDc1Ni4wNCAxNTMxLjYsNzU1LjQ2TDE1MzEuNiw3NDQuNDlMMTUzNC42LDc0NC40OVpNMTUzNi4yLDc0NC40OUwxNTM5LjEsNzQ0LjQ5TDE1MzkuMSw3NTMuMzhDMTUzOS4xLDc1NC4yOCAxNTM4LjcsNzU0LjY0IDE1MzcuOCw3NTQuNjRMMTUzNi4yLDc1NC42NEwxNTM2LjIsNzQ0LjQ5Wk0xNTMwLDc0NC40OUwxNTMwLDc1NC42NEwxNTI4LjQsNzU0LjY0QzE1MjcuNSw3NTQuNjQgMTUyNy4xLDc1NC4yOCAxNTI3LjEsNzUzLjM4TDE1MjcuMSw3NDQuNDlMMTUzMCw3NDQuNDlaTTE1NDIuNSw3NTAuNDFDMTU0Mi41LDc0NC45IDE1MzguNSw3NDAuODggMTUzMy4xLDc0MC44OEMxNTI3LjcsNzQwLjg4IDE1MjMuNyw3NDQuOSAxNTIzLjcsNzUwLjQxQzE1MjMuNyw3NTUuOTIgMTUyNy43LDc1OS45NCAxNTMzLjEsNzU5Ljk0QzE1MzguNSw3NTkuOTQgMTU0Mi41LDc1NS45MiAxNTQyLjUsNzUwLjQxTTE1NDQuNCw3NTAuNDFDMTU0NC40LDc1Ni44NiAxNTM5LjYsNzYxLjcgMTUzMy4xLDc2MS43QzE1MjYuNyw3NjEuNyAxNTIxLjgsNzU2Ljg2IDE1MjEuOCw3NTAuNDFDMTUyMS44LDc0My45NCAxNTI2LjcsNzM5LjEgMTUzMy4xLDczOS4xQzE1MzkuNiw3MzkuMSAxNTQ0LjQsNzQzLjk0IDE1NDQuNCw3NTAuNDEiIHN0eWxlPSJmaWxsOnJnYigwLDU1LDEyOSk7Ii8+CiAgICAgICAgICAgIDwvZz4KICAgICAgICA8L2c+CiAgICA8L2c+Cjwvc3ZnPgo=",playwright_img,extracted_logosp/allianz-rose.info.svg,,,12276,0
engie.cl,https://www.engie.cl/wp-content/uploads/2021/09/logo-engie-energia.png,img_tag,extracted_logosp/engie.cl.png,,200.0,32474,355
aamcopasadenatx.com,https://www.aamcopasadenatx.com/images/logo.png,img_tag,extracted_logosp/aamcopasadenatx.com.png,,200.0,32482,220
actemium.ch,https://www.actemium.ch/app/uploads/sites/174/2021/01/logo-actemium.png,img_tag,extracted_logosp/actemium.ch.png,,200.0,32560,260
axabreakdown.co.uk,https://www.axabreakdown.co.uk/image/company_logo?img_id=202291&t=1772123593594,img_tag,extracted_logosp/axabreakdown.co.uk.png,,200.0,32759,200
crif.pl,https://www.crif.pl/media/rdzhosse/logo-crif.png,img_tag,extracted_logosp/crif.pl.png,,200.0,33025,190
mooresingapore.com,https://www.mooresingapore.com/wp-content/uploads/sites/12/bis-images/418/Moore-singapore-logo-png-280x40.png,playwright_img,extracted_logosp/mooresingapore.com.png,,,7743,0
rotaryclubofessex.com,https://rotaryclubofessex.com/wp-content/uploads/2022/02/cropped-ERCLogo2013-2x1-1.png,img_tag,extracted_logosp/rotaryclubofessex.com.png,,200.0,33076,500
bauder.at,https://www.bauder.at/fileadmin/templates/facelift_2014/images/logo_no_claim.png,img_tag,extracted_logosp/bauder.at.png,,200.0,33334,220
toysrus.com.sg,https://www.toysrus.com.sg/on/demandware.static/Sites-ToysRUs_SG-Site/-/default/dw750e74ae/images/logo/tru.svg,img_tag,extracted_logosp/toysrus.com.sg.svg,,200.0,33339,320
mapfre.pr,https://www.mapfre.pr/media/logo-mapfre.png,img_tag,extracted_logosp/mapfre.pr.webp,,200.0,33401,120
modshair-nuernberg.de,https://www.modshair-nuernberg.de/wp-content/uploads/2023/01/logo-dark.png,playwright_img,extracted_logosp/modshair-nuernberg.de.png,,,14334,0
manpowergroup.no,https://go.manpowergroup.com/hubfs/MPG_Logo_RGB_HOR-3.svg,img_tag,extracted_logosp/manpowergroup.no.svg,,200.0,33634,310
chicco.pl,https://www.chicco.pl/on/demandware.static/Sites-Chicco-Poland-Site/-/default/dwa944d4db/images/logo.svg,img_tag,extracted_logosp/chicco.pl.svg,,200.0,33681,260
toofacedcosmetics.jp,https://www.toofacedcosmetics.jp/media/export/cms/site_down/favicon.ico,link_tag,extracted_logosp/toofacedcosmetics.jp.ico,,200.0,33905,40
azets.ie,"https://www.azets.com/cdn-cgi/image/width=16,format=auto,fit=cover/azets-logo.svg",img_tag,extracted_logosp/azets.ie.svg,,200.0,33972,250
medef-bearnetsoule.com,https://medef-bearnetsoule.com/css/img/favicon.png,link_tag,extracted_logosp/medef-bearnetsoule.com.png,,200.0,34004,40
berlitz-dublin.ie,https://www.ilsc.com/hubfs/Language%20School-Color-Logo-Horizontal.svg,img_tag,extracted_logosp/berlitz-dublin.ie.svg,,200.0,34297,395
cdu-aldenhoven.de,https://www.cdu-kreis-dueren.de/data/images/2024/03/28/9-6605c978bfba8.png,img_tag,extracted_logosp/cdu-aldenhoven.de.png,,200.0,34306,250
carglass.rs,https://carglass.rs/images/carglass-logo.svg,img_tag,extracted_logosp/carglass.rs.svg,,200.0,34370,280
savethechildren.mx,https://savethechildren.mx/wp-content/uploads/2024/06/logo_stc_horizontal.png,img_tag,extracted_logosp/savethechildren.mx.png,,200.0,35286,235
mazda-autohaus-fenzl-hauzenberg.de,https://cdn.taboola.com/static/1e/1e20e8ff-b903-43c3-81e2-8f9e185614d9.svg,playwright_css_bg,extracted_logosp/mazda-autohaus-fenzl-hauzenberg.de.svg,,,14368,0
linde-gas.nl,"data:image/svg+xml;base64,PHN2ZyBmaWxsPSJpbmhlcml0IiBpZD0iaWNvX25ld19wcm9maWxlIiByb2xlPSJpbWciIHZpZXdib3g9IjAgMCAyMCAyMCIgeG1sbnM9Imh0dHA6Ly93d3cudzMub3JnLzIwMDAvc3ZnIj4KPHBhdGggZD0iTTEwIDEwQzExLjMyNjEgMTAgMTIuNTk3OSA5LjQ3MzIyIDEzLjUzNTUgOC41MzU1M0MxNC40NzMyIDcuNTk3ODUgMTUgNi4zMjYwOCAxNSA1QzE1IDMuNjczOTIgMTQuNDczMiAyLjQwMjE1IDEzLjUzNTUgMS40NjQ0N0MxMi41OTc5IDAuNTI2Nzg0IDExLjMyNjEgMCAxMCAwQzguNjczOTIgMCA3LjQwMjE1IDAuNTI2Nzg0IDYuNDY0NDcgMS40NjQ0N0M1LjUyNjc4IDIuNDAyMTUgNSAzLjY3MzkyIDUgNUM1IDYuMzI2MDggNS41MjY3OCA3LjU5Nzg1IDYuNDY0NDcgOC41MzU1M0M3LjQwMjE1IDkuNDczMjIgOC42NzM5MiAxMCAxMCAxMFpNMTMuMzMzMyA1QzEzLjMzMzMgNS44ODQwNiAxMi45ODIxIDYuNzMxOSAxMi4zNTcgNy4zNTcwMkMxMS43MzE5IDcuOTgyMTQgMTAuODg0MSA4LjMzMzMzIDEwIDguMzMzMzNDOS4xMTU5NCA4LjMzMzMzIDguMjY4MSA3Ljk4MjE0IDcuNjQyOTggNy4zNTcwMkM3LjAxNzg2IDYuNzMxOSA2LjY2NjY3IDUuODg0MDYgNi42NjY2NyA1QzYuNjY2NjcgNC4xMTU5NCA3LjAxNzg2IDMuMjY4MSA3LjY0Mjk4IDIuNjQyOThDOC4yNjgxIDIuMDE3ODYgOS4xMTU5NCAxLjY2NjY3IDEwIDEuNjY2NjdDMTAuODg0MSAxLjY2NjY3IDExLjczMTkgMi4wMTc4NiAxMi4zNTcgMi42NDI5OEMxMi45ODIxIDMuMjY4MSAxMy4zMzMzIDQuMTE1OTQgMTMuMzMzMyA1Wk0yMCAxOC4zMzMzQzIwIDIwIDE4LjMzMzMgMjAgMTguMzMzMyAyMEwxLjY2NjY3IDIwQzEuNjY2NjcgMjAgMCAyMCAwIDE4LjMzMzNDMCAxNi42NjY3IDEuNjY2NjcgMTEuNjY2NyAxMCAxMS42NjY3QzE4LjMzMzMgMTEuNjY2NyAyMCAxNi42NjY3IDIwIDE4LjMzMzNaTTE4LjMzMzMgMTguMzI2N0MxOC4zMzE3IDE3LjkxNjcgMTguMDc2NyAxNi42ODMzIDE2Ljk0NjcgMTUuNTUzM0MxNS44NiAxNC40NjY3IDEzLjgxNSAxMy4zMzMzIDEwIDEzLjMzMzNDNi4xODMzMyAxMy4zMzMzIDQuMTQgMTQuNDY2NyAzLjA1MzMzIDE1LjU1MzNDMS45MjMzMyAxNi42ODMzIDEuNjcgMTcuOTE2NyAxLjY2NjY3IDE4LjMyNjdMMTguMzMzMyAxOC4zMjY3WiIgZmlsbD0iaW5oZXJpdCI+PC9wYXRoPgo8L3N2Zz4=",svg_fallback,extracted_logosp/linde-gas.nl.svg,,200.0,39425,95
daikintexastechnologypark.com,https://daikintexastechnologypark.com/files/Icons/amana-logo-186rgb.png,img_tag,extracted_logosp/daikintexastechnologypark.com.png,,200.0,39543,60
wurth.fi,https://www.wurth.fi/media/system/layout_wl2bootstrap/bootstrap_system_images/wuerth_logo_big.png,img_tag,extracted_logosp/wurth.fi.png,,200.0,39581,245
panpuri.fr,https://panpuri.fr/wp-content/themes/panpuri/assets/img/logo.svg,img_tag,extracted_logosp/panpuri.fr.svg,,200.0,39638,145
ford.vn.ua,https://ford.vn.ua/build/website/img/ford_logo.e264b95b.svg,img_tag,extracted_logosp/ford.vn.ua.svg,,200.0,39664,150
despec.eu,https://www.despec.eu/resources/HP.png?width=175&height=50,img_tag,extracted_logosp/despec.eu.png,,200.0,39690,90
affidea.pt,https://storage.googleapis.com/afffideaglobal/Logo_Affidea_Dark_05a02bef68/Logo_Affidea_Dark_05a02bef68.svg,playwright_img,extracted_logosp/affidea.pt.svg,,,21969,0
seasonsrehab.in,https://seasonsrehab.in/wp-content/uploads/2024/12/cropped-Favicon-Seasons-Rehab-2-180x180.png,link_tag,extracted_logosp/seasonsrehab.in.png,,200.0,39941,230
mazda-autohaus-sturne-grimma.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/favicon.svg,link_tag,extracted_logosp/mazda-autohaus-sturne-grimma.de.svg,,200.0,39954,65
algordanza.com.au,https://www.algordanza.com.au/wp-content/uploads/2019/09/algordanza-logo.svg,img_tag,extracted_logosp/algordanza.com.au.svg,,200.0,40136,460
worldvision.bo,https://f.hubspotusercontent20.net/hubfs/346178/logo_wvi.svg,img_tag,extracted_logosp/worldvision.bo.svg,,200.0,40154,230
spie.lu,https://spie.lu/img/logo-spie.png,meta_tag,extracted_logosp/spie.lu.png,,200.0,40158,65
noiseassessments.org,"https://img1.wsimg.com/isteam/ip/51529fc3-9fb4-4db5-a99a-5b6ff8ed3034/logo/c3b06745-92cf-4a52-91fb-96e5b9483ade.png/:/rs=w:57,h:57,m",link_tag,extracted_logosp/noiseassessments.org.png,,200.0,40266,60
misterwhat.nl,https://s3-eu-west-1.amazonaws.com/cdn.misterwhat.nl/images/mw-200x30.png,img_tag,extracted_logosp/misterwhat.nl.png,,200.0,40285,325
ccusa.hu,https://ccusa.hu/wp-content/uploads/2023/02/Logo_CCUSA_150-120.jpg,img_tag,extracted_logosp/ccusa.hu.jpg,,200.0,40444,95
ccusa.com.au,https://ccusa.com.au/wp-content/uploads/2023/02/Logo_CCUSA_150-120.jpg,img_tag,extracted_logosp/ccusa.com.au.jpg,,200.0,40504,135
honda-pirola.com,https://www.honda-pirola.com/images/logo-honda-auto_blanc.svg,img_tag,extracted_logosp/honda-pirola.com.svg,,200.0,40540,265
nutriciababy.be,https://www.google.com/s2/favicons?domain=nutriciababy.be&sz=128,google_favicon,extracted_logosp/nutriciababy.be.png,,,40610,25
mitsubishi-motors.com.om,https://www.mitsubishi-motors.com.om/content/dam/mitsubishi-motors/images/logos/nav-logo-light.svg,img_tag,extracted_logosp/mitsubishi-motors.com.om.svg,,200.0,41447,395
kumonla.com,https://kumonla.com/favicon.ico,link_tag,extracted_logosp/kumonla.com.ico,,200.0,41638,260
aamcowintervillenc.com,https://www.aamcowintervillenc.com/wp-content/uploads/2018/09/logo.png,img_tag,extracted_logosp/aamcowintervillenc.com.png,,200.0,42340,265
metlife.co.kr,https://www.metlife.co.kr/content/dam/metlife/kr/author/layout/header/Header-Logo-New-202111.png,img_tag,extracted_logosp/metlife.co.kr.png,,200.0,42784,320
intersport-arc1950.com,https://www.intersport-arc1950.com/img/logo.png,img_tag,extracted_logosp/intersport-arc1950.com.png,,200.0,42785,280
scte-prod.herokuapp.com,https://account.scte.org/static/img/logo-black.svg,playwright_css_bg,extracted_logosp/scte-prod.herokuapp.com.svg,,,8800,0
veolia.in,https://www.veolia.in/themes/custom/veo_site/build/assets/images/temp/logo-sticky.png,img_tag,extracted_logosp/veolia.in.png,,200.0,43331,255
